budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,id_collection,name_collection,genres_cleaned,producer_cleaned,Country_cleaned,Language_cleaned
12000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",19766,en,"After capturing Claw, all the criminals have gone into hiding until, Claw escapes! Gadget thinks he will get the case, but everyone else has other planes. A new version of the Gadget project is unveiled in the form of G2. Strict orders are given for Gadget to stay away from G2 and every crime scene, but Gadget feels he is needed more than anyone.",10.923985,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Fountain Films', 'id': 75692}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2003-03-11,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Inspect the unexpected.,Inspector Gadget 2,3.9,92.0,2003,0.0,237445.0,Inspector Gadget Collection,"Action, Adventure, Comedy, Family",Walt Disney Pictures,Australia,English
17000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",11411,en,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",7.990679,"[{'name': 'Cannon Films', 'id': 4110}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'London-Cannon Films', 'id': 6231}, {'name': 'Golan-Globus Productions', 'id': 13549}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-07-23,19300000.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",Superman IV: The Quest for Peace,4.1,327.0,1987,1.1352941176470588,8537.0,Superman Collection,"Action, Adventure, Science Fiction",Cannon Films,United Kingdom,English
13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",9816,en,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",4.794088,"[{'name': 'MTV Films', 'id': 746}, {'name': 'Cort/Madden Productions', 'id': 53673}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-12,91038276.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Only Person You Need To Be Is Yourself.,Save the Last Dance,6.3,359.0,2001,7.0029443076923075,107469.0,Save The Last Dance Collection,"Drama, Family, Romance, Music",MTV Films,United States of America,English
1000000,"[{'id': 18, 'name': 'Drama'}]",1366,en,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",14.774066,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1976-11-21,117235147.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,His whole life was a million-to-one shot.,Rocky,7.5,1843.0,1976,117.235147,1575.0,Rocky Collection,Drama,United Artists,United States of America,English
55000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",34314,en,"On a flight transporting dangerous convicts, murderer Ryan Weaver manages to break free and cause complete chaos throughout the plane. As various people on board fall victim to Weaver, it is ultimately down to flight attendant Teri Halloran to keep the aircraft from crashing, with on-ground support from an air traffic controller. While Halloran struggles to pilot the plane, Weaver continues to terrorize the surviving members of the crew.",5.304043,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-09,11466088.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you weren't afraid of flying before, you will be now.",Turbulence,5.2,63.0,1997,0.20847432727272727,166379.0,Turbulence Collection,"Action, Thriller, Crime",Metro-Goldwyn-Mayer (MGM),United States of America,English
93000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",61791,en,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",41.613762,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Chernin Entertainment', 'id': 7076}, {'name': 'Big Screen Productions', 'id': 10893}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-08-03,482860185.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evolution Becomes Revolution.,Rise of the Planet of the Apes,7.0,4452.0,2011,5.192045,173710.0,Planet of the Apes (Reboot) Collection,"Thriller, Action, Drama, Science Fiction",Ingenious Film Partners,United States of America,English
10000000,"[{'id': 27, 'name': 'Horror'}]",283445,en,A young mother and her twin sons move into a rural house that's marked for death.,17.602928,"[{'name': 'Alliance Films', 'id': 2514}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'IM Global', 'id': 7437}, {'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Entertainment One', 'id': 8147}, {'name': 'Tank Caterpillar', 'id': 69110}, {'name': 'Steady Aim', 'id': 69111}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-08-19,52882018.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Be careful, children at play.",Sinister 2,5.5,605.0,2015,5.2882018,357173.0,Sinister Collection,Horror,Alliance Films,United States of America,English
10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",10163,en,A simple man is turned into a genius through the application of computer science.,6.685948,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Allied Vision', 'id': 5570}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-03-05,32101000.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,God made him simple. Science made him a god.,The Lawnmower Man,5.4,198.0,1992,3.2101,124935.0,The Lawnmower Man Collection,"Horror, Thriller, Science Fiction",New Line Cinema,United Kingdom,English
170000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",241259,en,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",14.61608,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Team Todd', 'id': 598}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Roth Films', 'id': 16314}, {'name': 'Legend3D', 'id': 37455}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-05-25,299370084.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's time for a little madness.,Alice Through the Looking Glass,6.5,1782.0,2016,1.7610004941176471,261307.0,Alice in Wonderland Collection,"Family, Fantasy",Walt Disney Pictures,United Kingdom,English
245000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",206647,en,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",24.926577,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Danjaq', 'id': 10761}, {'name': 'B24', 'id': 69434}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-10-26,880674609.0,148.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,A Plan No One Escapes,Spectre,6.3,4552.0,2015,3.5945902408163266,645.0,James Bond Collection,"Action, Adventure, Crime",Columbia Pictures,United Kingdom,Français
90000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",607,en,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",15.781024,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-07-02,589390539.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Protecting the Earth from the scum of the universe.,Men in Black,6.9,4521.0,1997,6.548783766666666,86055.0,Men In Black Collection,"Action, Adventure, Comedy, Science Fiction",Amblin Entertainment,United States of America,English
3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",41436,en,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.",7.388933,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Solana Films', 'id': 21223}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-20,177512032.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In 2009 you demanded it. Nothing can prepare you for what's next.,Paranormal Activity 2,5.7,734.0,2010,59.17067733333333,41437.0,Paranormal Activity Collection,"Horror, Thriller",Paramount Pictures,United States of America,English
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",620,en,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",22.089729,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Delphi Films', 'id': 4267}, {'name': 'Black Rhino Productions', 'id': 47565}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-06-07,295212467.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They ain't afraid of no ghost.,Ghostbusters,7.3,2431.0,1984,9.840415566666668,2980.0,Ghostbusters Collection,"Comedy, Fantasy",Columbia Pictures Corporation,United States of America,English
7000000,"[{'id': 18, 'name': 'Drama'}]",1367,en,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",11.789813,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-06-15,200182160.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Once he fought for a dream. Now he's fighting for love!,Rocky II,6.9,948.0,1979,28.59745142857143,1575.0,Rocky Collection,Drama,United Artists,United States of America,English
100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",280,en,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",22.661695,"[{'name': 'Lightstorm Entertainment', 'id': 574}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Canal+', 'id': 5358}, {'name': 'Carolco Pictures', 'id': 14723}, {'name': 'T2 Productions', 'id': 61409}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-07-01,520000000.0,137.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,It's nothing personal.,Terminator 2: Judgment Day,7.7,4274.0,1991,5.2,528.0,The Terminator Collection,"Action, Thriller, Science Fiction",Lightstorm Entertainment,France,English
35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",11979,en,"Lestat de Lioncourt is awakened from his slumber. Bored with his existence he has now become this generations new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He want's immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen want's him for her King. Who will be the first to reach him? Who shall win?",8.436243,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'WV Films LLC', 'id': 67988}, {'name': 'Material', 'id': 67989}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-02-10,45479110.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This time there are no interviews.,Queen of the Damned,5.5,247.0,2002,1.2994031428571429,217704.0,The Vampire Chronicles,"Drama, Fantasy, Horror",Village Roadshow Pictures,Australia,English
38000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9682,en,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.",10.307277,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-08-11,29907685.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,You are now infected.,Pulse,5.0,154.0,2006,0.7870443421052632,124188.0,Pulse Collection,"Horror, Thriller",Dimension Films,United States of America,English
10300000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",39466,ja,"When Mothra went into outer space to stop a meteor from reaching Earth, she accidentally took with cells from Godzilla and remaining cells from Biollante that inhabited our atmosphere. The combined cells went through a black hole and created a new creature, Space Godzilla. Space Godzilla heads to Earth to confront Godzilla, Junior Godzilla, and the new G-Force robot, MOGERA.",1.728526,"[{'name': 'Toho Film (Eiga) Co. Ltd.', 'id': 622}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1994-12-10,0.0,108.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,The god of destruction descends,Godzilla vs. SpaceGodzilla,5.6,28.0,1994,0.0,374511.0,Godzilla (Heisei) Collection,"Science Fiction, Action, Adventure, Fantasy",Toho Film (Eiga) Co. Ltd.,Japan,日本語
